,Number,Date,UID,Desc,Group,Cat,text_prep,text_stem,text_sw,text_lemm
5224,1254514,22.05.2022 9:37,3305e947-6dbe-43ed-9e6e-c357f4c93b45,Реверс дверей ,Лифты,Неисправности лифта (Общие проблемы),реверс дверей ,реверс двер,реверс дверей,"реверс дверь 
"
5225,1254620,23.05.2022 8:35,21a3a182-46c1-4ba7-bc91-1512b1197bea,В первом подъезде в лифте нет света,Лифты,Неисправности лифта (Общие проблемы),в первом подъезде в лифте нет света,перв подъезд лифт свет,первом подъезде лифте света,"первый подъезд лифт свет 
"
5226,1254621,23.05.2022 8:36,85c94654-3955-49b4-81a0-05fa8a6d118d,Во 2 подъезде не работает лифт,Лифты,Неисправности лифта (Общие проблемы),во подъезде не работает лифт,подъезд работа лифт,подъезде работает лифт,"подъезд работать лифт 
"
5227,1254629,2022-05-23 08:48:43.066,2810e0e8-0d12-439b-8714-e9fb231d3678,Не работает лифт,Лифты,Неисправности лифта (Общие проблемы),не работает лифт,работа лифт,работает лифт,"работать лифт 
"
5228,1254667,23.05.2022 9:54,38f8b40a-bb72-4828-a37d-101231ebba95,Застряли в лифте 1 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5229,1254795,23.05.2022 14:21,c3e15ac8-d3a6-419f-ac3f-43d394d05060,В 1 подъезде в каб. лифта мигают лампы,Лифты,Общие вопросы,в подъезде в каб лифта мигают лампы,подъезд каб лифт мига ламп,подъезде каб лифта мигают лампы,"подъезд каба лифт мигать лампа 
"
5230,1254861,2022-05-23 17:35:16.067,21a3a182-46c1-4ba7-bc91-1512b1197bea,Нет света в лифте в первом подъезде,Лифты,Неисправности лифта (Общие проблемы),нет света в лифте в первом подъезде,свет лифт перв подъезд,света лифте первом подъезде,"свет лифт первый подъезд 
"
5231,1254875,23.05.2022 20:04,3ccb8813-62a8-4136-b7cd-923a55f34174,Застряли в лифте ,Лифты,Неисправности лифта (Общие проблемы),застряли в лифте ,застря лифт,застряли лифте,"застревать лифт 
"
5232,1254913,24.05.2022 7:45,22fc0c7f-0385-49c0-9127-3fee8ee1d9bb,Идет скрежет  от лифта при движении ,Лифты,Неисправности лифта (Общие проблемы),идет скрежет от лифта при движении ,идет скрежет лифт движен,идет скрежет лифта движении,"идти скрежет лифт движение 
"
5233,1254914,24.05.2022 7:46,22fc0c7f-0385-49c0-9127-3fee8ee1d9bb,Идет скрежет  от лифта при движении ,Лифты,Неисправности лифта (Общие проблемы),идет скрежет от лифта при движении ,идет скрежет лифт движен,идет скрежет лифта движении,"идти скрежет лифт движение 
"
5234,1254943,24.05.2022 8:42,fce2db74-28a4-4eac-95a6-c1269270601c,"Не работает лифт , подъезд со стороны Кемпа",Лифты,Обслуживание диспетчеризации,не работает лифт подъезд со стороны кемпа,работа лифт подъезд сторон кемп,работает лифт подъезд стороны кемпа,"работать лифт подъезд сторона кемп 
"
5235,1254954,24.05.2022 9:01,6c3dd244-8400-4b8e-b476-92c356c68535,Кнопка вызова лифта не срабатывает( 1эт 1подъезда) и очень гремит дверь лифта при закрытии /откр.,Лифты,Общие вопросы,кнопка вызова лифта не срабатывает эт подъезда и очень гремит дверь лифта при закрытии откр ,кнопк вызов лифт срабатыва эт подъезд очен грем двер лифт закрыт откр,кнопка вызова лифта срабатывает эт подъезда очень гремит дверь лифта закрытии откр,"кнопка вызов лифт срабатывать эта подъезд очень греметь дверь лифт закрытие откр 
"
5236,1255130,24.05.2022 15:55,92a6d9c7-6251-43ff-a6f1-10eb04b138dc,Застряли в лифте 2 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5237,1255180,24.05.2022 19:07,47a84439-bd30-45fd-af3f-cac6e7b64888,Не работают оба лифта,Лифты,Неисправности лифта (Общие проблемы),не работают оба лифта,работа об лифт,работают оба лифта,"работать оба лифт 
"
5238,1255434,2022-05-25 11:30:53.030,faf01c47-69d3-4fb8-b43d-050e818d17cd,Дребезжание дверей лифта во 2-м подъезде,Лифты,Неисправности лифта (Общие проблемы),дребезжание дверей лифта во м подъезде,дребезжан двер лифт м подъезд,дребезжание дверей лифта м подъезде,"дребезжание дверь лифт м подъезд 
"
5239,1258831,2022-05-26 16:46:26.067,21a3a182-46c1-4ba7-bc91-1512b1197bea,Не работает лифт во 2 подъ. ,Лифты,Неисправности лифта (Общие проблемы),не работает лифт во подъ ,работа лифт под,работает лифт подъ,"работать лифт 
"
5240,1258843,26.05.2022 19:01,22fc0c7f-0385-49c0-9127-3fee8ee1d9bb,Не работает лифт в 4подъ. ,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъ ,работа лифт под,работает лифт подъ,"работать лифт 
"
5241,1258887,27.05.2022 7:58,972f173c-10dc-42c0-95a2-28511a38e548,Не горит табло в 2-х пассаж. лифтах и нет звукового сопровождения-музыки,Лифты,Общие вопросы,не горит табло в х пассаж лифтах и нет звукового сопровождения музыки,гор табл х пассаж лифт звуков сопровожден музык,горит табло х пассаж лифтах звукового сопровождения музыки,"гореть табло х пассаж лифт звуковой сопровождение музыка 
"
5242,1259119,27.05.2022 16:53,22fc0c7f-0385-49c0-9127-3fee8ee1d9bb,"Посторонний шум в кабине лифта, как-будто кабина за что-то задевает в районе пятого этажа в 4 подъезде",Лифты,Общие вопросы,посторонний шум в кабине лифта как будто кабина за что то задевает в районе пятого этажа в подъезде,посторон шум кабин лифт кабин задева район пят этаж подъезд,посторонний шум кабине лифта кабина задевает районе пятого этажа подъезде,"посторонний шум кабина лифт кабина задевать район пятый этаж подъезд 
"
5243,1259232,28.05.2022 13:28,f57cf6c8-0dbd-48c0-991e-2087897e2d8d,"При нажатие с 1 эт на 9 эт лифт не срабатывает , зависает , после повторного нажатия на другой этаж работает",Лифты,Неисправности лифта (Общие проблемы),при нажатие с эт на эт лифт не срабатывает зависает после повторного нажатия на другой этаж работает,нажат эт эт лифт срабатыва зависа повторн нажат этаж работа,нажатие эт эт лифт срабатывает зависает повторного нажатия этаж работает,"нажатие эта эта лифт срабатывать зависать повторный нажатие этаж работать 
"
5244,1259249,28.05.2022 14:47,0da15dd9-405f-4e8c-9fd1-d61515d42cb8,Не работает лифт во 2-м подъезде,Лифты,Неисправности лифта (Общие проблемы),не работает лифт во м подъезде,работа лифт м подъезд,работает лифт м подъезде,"работать лифт м подъезд 
"
5245,1259281,28.05.2022 20:16,f51ae43f-ed62-4a9c-a84a-31f0ea1c23a0,Застряли в лифте в 1 под.,Лифты,Человек застрял в лифте,застряли в лифте в под ,застря лифт,застряли лифте,"застревать лифт 
"
5246,1259319,29.05.2022 9:59,f57cf6c8-0dbd-48c0-991e-2087897e2d8d,Не работает лифт во 2-м подъезде,Лифты,Неисправности лифта (Общие проблемы),не работает лифт во м подъезде,работа лифт м подъезд,работает лифт м подъезде,"работать лифт м подъезд 
"
5247,1259435,30.05.2022 8:23,167a1df1-882a-439a-8119-19991d89d7c6,Перегорела лампа в груз. лифте,Лифты,Неисправности лифта (Общие проблемы),перегорела лампа в груз лифте,перегорел ламп груз лифт,перегорела лампа груз лифте,"перегорать лампа груз лифт 
"
5248,1259466,30.05.2022 9:00,bf2f1a61-17fe-422b-8c69-3f8adcf97125,Застряли в лифте 2 под.,Лифты,Человек застрял в лифте,застряли в лифте под ,застря лифт,застряли лифте,"застревать лифт 
"
5249,1259763,31.05.2022 9:17,e87b2cfa-6159-4aa2-b789-3974a01e0b0a,В 3 подъезде шумно закрывается и открывается дверь кабины лифта,Лифты,Техническое обслуживание лифтов,в подъезде шумно закрывается и открывается дверь кабины лифта,подъезд шумн закрыва открыва двер кабин лифт,подъезде шумно закрывается открывается дверь кабины лифта,"подъезд шумно закрываться открываться дверь кабина лифт 
"
5250,1259802,31.05.2022 11:00,9579d8c8-5ec1-4fd8-a060-fd12105fbe47,Застряли в лифте 2 под. грузовой лифт,Лифты,Человек застрял в лифте,застряли в лифте под грузовой лифт,застря лифт грузов лифт,застряли лифте грузовой лифт,"застревать лифт грузовой лифт 
"
5251,1259877,31.05.2022 15:03,9579d8c8-5ec1-4fd8-a060-fd12105fbe47,Застряли в лифте 2 под. грузовой лифт,Лифты,Человек застрял в лифте,застряли в лифте под грузовой лифт,застря лифт грузов лифт,застряли лифте грузовой лифт,"застревать лифт грузовой лифт 
"
5252,1260053,01.06.2022 12:38,e63087c2-dda6-4d66-979f-f6a5989f4c8a,Застряли в лифте 1 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5253,1260223,02.06.2022 8:17,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,Не работает лифт в 1 подъезде,Лифты,Общие вопросы,не работает лифт в подъезде,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5254,1260267,02.06.2022 9:56,7341f0c1-d066-4379-8a96-fd6baf55c347,Застряли в лифте 1 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5255,1260320,02.06.2022 11:57,a4b0fada-c9b5-4822-bc5e-5eb22a471293,Застряли в груз. лифте 2 подъезда,Лифты,Человек застрял в лифте,застряли в груз лифте подъезда,застря груз лифт подъезд,застряли груз лифте подъезда,"застревать груз лифт подъезд 
"
5256,1260323,02.06.2022 12:12,7341f0c1-d066-4379-8a96-fd6baf55c347,Застряли люди в лифте в 1 подъезде,Лифты,Неисправности лифта (Общие проблемы),застряли люди в лифте в подъезде,застря люд лифт подъезд,застряли люди лифте подъезде,"застревать человек лифт подъезд 
"
5257,1260324,02.06.2022 12:14,c2a0aedf-09fc-441d-bbee-7905faf77ada,Застряла коляска в лифте в 1 подъезде.,Лифты,Неисправности лифта (Общие проблемы),застряла коляска в лифте в подъезде ,застря коляск лифт подъезд,застряла коляска лифте подъезде,"застревать коляска лифт подъезд 
"
5258,1260357,02.06.2022 13:48,2810e0e8-0d12-439b-8714-e9fb231d3678,Не работает лифт во 2 подъезде.,Лифты,Неисправности лифта (Общие проблемы),не работает лифт во подъезде ,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5259,1260360,02.06.2022 13:50,3305e947-6dbe-43ed-9e6e-c357f4c93b45,"Гремит в лифтовой, а на 8 этаже сильно хлопают двери от лифта.",Лифты,Неисправности лифта (Общие проблемы),гремит в лифтовой а на этаже сильно хлопают двери от лифта ,грем лифтов этаж сильн хлопа двер лифт,гремит лифтовой этаже сильно хлопают двери лифта,"греметь лифтовой этаж сильно хлопать дверь лифт 
"
5260,1260653,02.06.2022 15:36,a019ed21-c848-446d-a34c-78f000937e98,Застряли в лифте 1 под.,Лифты,Человек застрял в лифте,застряли в лифте под ,застря лифт,застряли лифте,"застревать лифт 
"
5261,1261052,03.06.2022 10:15,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,"Сильно гудит и застревает на разных этажах, все проверить и устранить проблему",Лифты,Неисправности лифта (Общие проблемы),сильно гудит и застревает на разных этажах все проверить и устранить проблему,сильн гуд застрева разн этаж провер устран пробл,сильно гудит застревает разных этажах проверить устранить проблему,"сильно гудеть застревать разный этаж проверять устранять проблема 
"
5262,1261077,03.06.2022 11:22,98ad88a0-2265-4075-a2e4-11883e6bbb90,С сильным крежетом закрываются двери лифта в 1 подъезде ,Лифты,Неисправности лифта (Общие проблемы),с сильным крежетом закрываются двери лифта в подъезде ,сильн крежет закрыва двер лифт подъезд,сильным крежетом закрываются двери лифта подъезде,"сильный крежет закрываться дверь лифт подъезд 
"
5263,1261102,03.06.2022 12:28,0a6d098b-e3fa-434a-88c7-2ede085712f8,Периодически застревают двери ,Лифты,Неисправности лифта (Общие проблемы),периодически застревают двери ,периодическ застрева двер,периодически застревают двери,"периодически застревать дверь 
"
5264,1261111,03.06.2022 13:14,0eae3ea4-d99e-4c91-a958-da90aa54977d,смазать лифт (сильно скрипит) в 1 подъ. и проверить 2подъ. может тоже самое,Лифты,Неисправности лифта (Общие проблемы),смазать лифт сильно скрипит в подъ и проверить подъ может тоже самое,смаза лифт сильн скрип под провер под сам,смазать лифт сильно скрипит подъ проверить подъ самое,"смазывать лифт сильно скрипеть проверять самый 
"
5265,1261175,03.06.2022 16:54,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,дергается лифт в 1 под.,Лифты,Неисправности лифта (Общие проблемы),дергается лифт в под ,дерга лифт,дергается лифт,"дергаться лифт 
"
5266,1261193,03.06.2022 18:39,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,Не работает лифт в 1 подъезде,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъезде,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5267,1261201,03.06.2022 19:46,62f5beff-2753-490c-8115-01cfa320ee40,Не работает лифт в 4 подъезде.,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъезде ,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5268,1261253,04.06.2022 13:13,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,Лифт в 1 подъезде останавливается на каждом этаже,Лифты,Неисправности лифта (Общие проблемы),лифт в подъезде останавливается на каждом этаже,лифт подъезд останавлива кажд этаж,лифт подъезде останавливается каждом этаже,"лифт подъезд останавливаться каждый этаж 
"
5269,1261260,04.06.2022 14:24,f51ae43f-ed62-4a9c-a84a-31f0ea1c23a0,Не работает грузовой лифт. Не вызывается на нужный этаж.,Лифты,Неисправности лифта (Общие проблемы),не работает грузовой лифт не вызывается на нужный этаж ,работа грузов лифт вызыва нужн этаж,работает грузовой лифт вызывается нужный этаж,"работать грузовой лифт вызываться нужный этаж 
"
5270,1261294,04.06.2022 21:21,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,Не работает лифт ,Лифты,Неисправности лифта (Общие проблемы),не работает лифт ,работа лифт,работает лифт,"работать лифт 
"
5271,1261327,05.06.2022 9:36,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,Идет гул при подъеме и спуске лифта,Лифты,Неисправности лифта (Общие проблемы),идет гул при подъеме и спуске лифта,идет гул подъем спуск лифт,идет гул подъеме спуске лифта,"идти гул подъем спуск лифт 
"
5272,1261575,06.06.2022 9:59,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,Не работает лифт в 1 подъезде,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъезде,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5273,1261607,06.06.2022 10:36,f51ae43f-ed62-4a9c-a84a-31f0ea1c23a0,Застряли люди в 1 поъезде,Лифты,Неисправности лифта (Общие проблемы),застряли люди в поъезде,застря люд поъезд,застряли люди поъезде,"застревать человек поъезд 
"
5274,1261740,06.06.2022 13:02,ee7d4dd6-8a4d-4df0-aeaf-787e76525cbd,"Плохо работает лифт, дергает.",Лифты,Неисправности лифта (Общие проблемы),плохо работает лифт дергает ,плох работа лифт дерга,плохо работает лифт дергает,"плохо работать лифт дергать 
"
5275,1261795,06.06.2022 14:53,9f8c4b9c-80e1-48b2-af6b-9388dfa4331c,В 3 подъезде в р-не 3/4 этажей сильный шум при движ. кабины,Лифты,Техническое обслуживание лифтов,в подъезде в р не этажей сильный шум при движ кабины,подъезд р этаж сильн шум движ кабин,подъезде р этажей сильный шум движ кабины,"подъезд р этаж сильный шум движ кабина 
"
5276,1261809,06.06.2022 15:31,f57cf6c8-0dbd-48c0-991e-2087897e2d8d,Во 2 подъезде не работает лифт.,Лифты,Неисправности лифта (Общие проблемы),во подъезде не работает лифт ,подъезд работа лифт,подъезде работает лифт,"подъезд работать лифт 
"
5277,1261986,2022-06-07 10:31:16.066,4ab3a7bf-c818-49b5-819d-a7118307b805,Застряли в лифте 2 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5278,1262176,07.06.2022 18:40,0da15dd9-405f-4e8c-9fd1-d61515d42cb8,Не работает лифт во 2 подъезде ,Лифты,Неисправности лифта (Общие проблемы),не работает лифт во подъезде ,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5279,1262197,2022-06-07 21:37:57.057,c2a0aedf-09fc-441d-bbee-7905faf77ada,Не работает лифт во 2 подъезде.,Лифты,Неисправности лифта (Общие проблемы),не работает лифт во подъезде ,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5280,1262221,2022-06-08 07:19:19.007,6c3dd244-8400-4b8e-b476-92c356c68535,Застряли люди в лифте  (2 подъезд),Лифты,Неисправности лифта (Общие проблемы),застряли люди в лифте подъезд ,застря люд лифт подъезд,застряли люди лифте подъезд,"застревать человек лифт подъезд 
"
5281,1262235,2022-06-08 08:08:50.080,e6a957ee-22a9-4692-ba06-d1211d039e90,П № 1 застряли  влифте,Лифты,Человек застрял в лифте,п № застряли влифте,п № застря влифт,п № застряли влифте,"п № застревать влифт 
"
5282,1262264,08.06.2022 8:57,6c3dd244-8400-4b8e-b476-92c356c68535,Не работает лифт во 2 подъезде,Лифты,Неисправности лифта (Общие проблемы),не работает лифт во подъезде,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5283,1262350,08.06.2022 11:00,00cc28c1-3c57-4e8b-aaa1-72083f02c6cf,Застряли в лифте 1 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5284,1262421,08.06.2022 13:57,e6a957ee-22a9-4692-ba06-d1211d039e90,п № 1 не  раб.лифт,Лифты,Неисправности лифта (Общие проблемы),п № не раб лифт,п № раб лифт,п № раб лифт,"п № раб лифт 
"
5285,1262541,09.06.2022 7:53,167a1df1-882a-439a-8119-19991d89d7c6,Застряли в лифте,Лифты,Человек застрял в лифте,застряли в лифте,застря лифт,застряли лифте,"застревать лифт 
"
5286,1262819,09.06.2022 14:03,d0ff062b-bdb1-44e9-92b1-99b718fd702c,Застряли в лифте,Лифты,Человек застрял в лифте,застряли в лифте,застря лифт,застряли лифте,"застревать лифт 
"
5287,1262886,09.06.2022 17:12,62f5beff-2753-490c-8115-01cfa320ee40,Не работает лифт в 4 под.,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в под ,работа лифт,работает лифт,"работать лифт 
"
5288,1262949,10.06.2022 8:19,a940e431-7ece-4907-98ab-960d3fbc05b7,после замены табло лифт останавливается на каждом этаже.,Лифты,Неисправности лифта (Общие проблемы),после замены табло лифт останавливается на каждом этаже ,зам табл лифт останавлива кажд этаж,замены табло лифт останавливается каждом этаже,"замена табло лифт останавливаться каждый этаж 
"
5289,1263115,10.06.2022 13:23,bf2f1a61-17fe-422b-8c69-3f8adcf97125,Застряли в лифте,Лифты,Человек застрял в лифте,застряли в лифте,застря лифт,застряли лифте,"застревать лифт 
"
5290,1263193,10.06.2022 18:46,7341f0c1-d066-4379-8a96-fd6baf55c347,Не работает лифт в 1 подъезде.,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъезде ,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5291,1263266,11.06.2022 14:08,88bc8d43-b39b-43a8-a762-3cab949460fd,Не работает лифт ,Лифты,Неисправности лифта (Общие проблемы),не работает лифт ,работа лифт,работает лифт,"работать лифт 
"
5292,1263276,11.06.2022 15:46,9579d8c8-5ec1-4fd8-a060-fd12105fbe47,"Встал грузовой лифт в 3 подъезде, не вызывается на этажи",Лифты,Неисправности лифта (Общие проблемы),встал грузовой лифт в подъезде не вызывается на этажи,встал грузов лифт подъезд вызыва этаж,встал грузовой лифт подъезде вызывается этажи,"вставать грузовой лифт подъезд вызываться этаж 
"
5293,1263292,11.06.2022 18:53,0eae3ea4-d99e-4c91-a958-da90aa54977d,Заклинивает дверь лифта на 5 этаже во 2 подъезде,Лифты,Общие вопросы,заклинивает дверь лифта на этаже во подъезде,заклинива двер лифт этаж подъезд,заклинивает дверь лифта этаже подъезде,"заклинивать дверь лифт этаж подъезд 
"
5294,1263394,12.06.2022 19:30,0eae3ea4-d99e-4c91-a958-da90aa54977d,"п № 2 на 5 эт реверс дверей-постоянно,как кабина на 5 эт",Лифты,Неисправности лифта (Общие проблемы),п № на эт реверс дверей постоянно как кабина на эт,п № эт реверс двер постоя кабин эт,п № эт реверс дверей постоянно кабина эт,"п № эта реверс дверь постоянно кабина эта 
"
5295,1263492,2022-06-13 22:04:55.032,c3e15ac8-d3a6-419f-ac3f-43d394d05060,Застряли в лифте п № 1,Лифты,Человек застрял в лифте,застряли в лифте п № ,застря лифт п №,застряли лифте п №,"застревать лифт п № 
"
5296,1263645,14.06.2022 10:20,38f8b40a-bb72-4828-a37d-101231ebba95,Застряли в лифте 1 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5297,1263664,14.06.2022 10:47,2a896c8b-4d2b-41ae-9a92-54e95fbd0ee4,Двери лифта открыты. лифт не работает. На 4 этаже в 1 подъезде.,Лифты,Неисправности лифта (Общие проблемы),двери лифта открыты лифт не работает на этаже в подъезде ,двер лифт открыт лифт работа этаж подъезд,двери лифта открыты лифт работает этаже подъезде,"дверь лифт открывать лифт работать этаж подъезд 
"
5298,1263875,14.06.2022 14:06,a4b0fada-c9b5-4822-bc5e-5eb22a471293,Застряли в лифте 3 подъезда-пассажирском,Лифты,Человек застрял в лифте,застряли в лифте подъезда пассажирском,застря лифт подъезд пассажирск,застряли лифте подъезда пассажирском,"застревать лифт подъезд пассажирский 
"
5299,1263877,14.06.2022 14:10,92a6d9c7-6251-43ff-a6f1-10eb04b138dc,Во 2 подъезде не работает лифт,Лифты,Неисправности лифта (Общие проблемы),во подъезде не работает лифт,подъезд работа лифт,подъезде работает лифт,"подъезд работать лифт 
"
5300,1264198,15.06.2022 8:34,62f5beff-2753-490c-8115-01cfa320ee40,Застряли в лифте 2 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5301,1266511,15.06.2022 10:50,bf2f1a61-17fe-422b-8c69-3f8adcf97125,Застряли в лифте 2подъ. ,Лифты,Человек застрял в лифте,застряли в лифте подъ ,застря лифт под,застряли лифте подъ,"застревать лифт 
"
5302,1267667,15.06.2022 13:57,0a6d098b-e3fa-434a-88c7-2ede085712f8,Не работает грузовой лифт в здании больницы,Лифты,Неисправности лифта (Общие проблемы),не работает грузовой лифт в здании больницы,работа грузов лифт здан больниц,работает грузовой лифт здании больницы,"работать грузовой лифт здание больница 
"
5303,1267730,2022-06-15 16:54:28.054,3ccb8813-62a8-4136-b7cd-923a55f34174,Застряли в лифте 2 подъезда,Лифты,Человек застрял в лифте,застряли в лифте подъезда,застря лифт подъезд,застряли лифте подъезда,"застревать лифт подъезд 
"
5304,1267734,15.06.2022 17:13,62f5beff-2753-490c-8115-01cfa320ee40,Не работает лифт в 4 подъ. ,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъ ,работа лифт под,работает лифт подъ,"работать лифт 
"
5305,1267752,15.06.2022 19:18,9b9c9a49-2072-4679-a18d-8b0a548d40b1,Застряли в лифте второй подъезд ,Лифты,Неисправности лифта (Общие проблемы),застряли в лифте второй подъезд ,застря лифт втор подъезд,застряли лифте второй подъезд,"застревать лифт второй подъезд 
"
5306,1267755,15.06.2022 19:34,7341f0c1-d066-4379-8a96-fd6baf55c347,Застряли в лифте в 3 подъезде.,Лифты,Неисправности лифта (Общие проблемы),застряли в лифте в подъезде ,застря лифт подъезд,застряли лифте подъезде,"застревать лифт подъезд 
"
5307,1267760,15.06.2022 20:09,8a139af6-8468-44bd-88fc-32883fe64ef0,Не работает лифт в 1 подъезде,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъезде,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5308,1267781,16.06.2022 6:19,7341f0c1-d066-4379-8a96-fd6baf55c347,"Лифт не работает в 3 подъезде. Звонок идет, а связи нет с кабиной.",Лифты,Неисправности лифта (Общие проблемы),лифт не работает в подъезде звонок идет а связи нет с кабиной ,лифт работа подъезд звонок идет связ кабин,лифт работает подъезде звонок идет связи кабиной,"лифт работать подъезд звонок идти связь кабина 
"
5309,1267797,16.06.2022 7:55,7341f0c1-d066-4379-8a96-fd6baf55c347,В 3 подъездне не раб. лифт,Лифты,Неисправности лифта (Общие проблемы),в подъездне не раб лифт,подъездн раб лифт,подъездне раб лифт,"подъездна раб лифт 
"
5310,1267857,16.06.2022 9:50,8a139af6-8468-44bd-88fc-32883fe64ef0,Не работает лифт в 1 подъезде,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъезде,работа лифт подъезд,работает лифт подъезде,"работать лифт подъезд 
"
5311,1267903,16.06.2022 10:54,62f5beff-2753-490c-8115-01cfa320ee40,Не работает лифт в 4 подъезде. На 1 этаже отвалось мет. обрамление входа в лифт.,Лифты,Неисправности лифта (Общие проблемы),не работает лифт в подъезде на этаже отвалось мет обрамление входа в лифт ,работа лифт подъезд этаж отва мет обрамлен вход лифт,работает лифт подъезде этаже отвалось мет обрамление входа лифт,"работать лифт подъезд этаж отваться мета обрамление вход лифт 
"
5312,1267921,16.06.2022 11:47,a649e12e-99d1-4ce1-b273-1f972f6e7bf9,Не реагирует на вызов кнопка внутри грузового лифта .Плохая ГГС.,Лифты,Неисправности лифта (Общие проблемы),не реагирует на вызов кнопка внутри грузового лифта плохая ггс ,реагир выз кнопк внутр грузов лифт плох ггс,реагирует вызов кнопка внутри грузового лифта плохая ггс,"реагировать вызов кнопка внутри грузовой лифт плохой ггс 
"
5313,1267926,16.06.2022 12:05,0eae3ea4-d99e-4c91-a958-da90aa54977d,Застряли в лифте 1 подъезда на 5 этаже,Лифты,Неисправности лифта (Общие проблемы),застряли в лифте подъезда на этаже,застря лифт подъезд этаж,застряли лифте подъезда этаже,"застревать лифт подъезд этаж 
"
5314,1267945,16.06.2022 12:58,9579d8c8-5ec1-4fd8-a060-fd12105fbe47,"п № 3 не работает ни грузовой ,ни пассажирский лифт",Лифты,Неисправности лифта (Общие проблемы),п № не работает ни грузовой ни пассажирский лифт,п № работа грузов пассажирск лифт,п № работает грузовой пассажирский лифт,"п № работать грузовой пассажирский лифт 
"
5315,1267951,16.06.2022 13:18,79634954-aa18-4124-b5d3-dd315e5812e2,На 5 этаже не раб. кнопка вызова лифта в подъезде со ст. КЭМПО,Лифты,Неисправности лифта (Общие проблемы),на этаже не раб кнопка вызова лифта в подъезде со ст кэмпо,этаж раб кнопк вызов лифт подъезд ст кэмп,этаже раб кнопка вызова лифта подъезде ст кэмпо,"этаж раб кнопка вызов лифт подъезд ст кэмпо 
"
5316,1268013,16.06.2022 16:20,79634954-aa18-4124-b5d3-dd315e5812e2,не работает кнопка вызова лифта м/у 6 и 5 эт,Лифты,Неисправности лифта (Общие проблемы),не работает кнопка вызова лифта м у и эт,работа кнопк вызов лифт м эт,работает кнопка вызова лифта м эт,"работать кнопка вызов лифт м эта 
"
5317,1268052,2022-06-16 18:46:11.005,7341f0c1-d066-4379-8a96-fd6baf55c347,п № 2 застряли  в лифте,Лифты,Человек застрял в лифте,п № застряли в лифте,п № застря лифт,п № застряли лифте,"п № застревать лифт 
"
5318,1270009,17.06.2022 17:25,3dd29276-2501-4a92-a73f-83d99b48b974,Сильный скрежет лифтовой кабины при подъеме,Лифты,Общие вопросы,сильный скрежет лифтовой кабины при подъеме,сильн скрежет лифтов кабин подъем,сильный скрежет лифтовой кабины подъеме,"сильный скрежет лифтовой кабина подъем 
"
